id,species,family_name,order_name,hits,source,filtered_hits
GAUH00000000.2,Panorpa vulgaris,Panorpidae,Mecoptera,1,TSA,1.0
GAZE00000000.2,Mastotermes darwiniensis,Mastotermitidae,Blattodea,0,TSA,0.0
GAUG00000000.2,Meinertellus cundinamarcensis,Meinertellidae,Archaeognatha,0,TSA,0.0
GAXY00000000.2,Leptopilina clavipes,Figitidae,Hymenoptera,2,TSA,2.0
GASE00000000.2,Prorhinotermes simplex,Rhinotermitidae,Blattodea,0,TSA,0.0
GAVV00000000.2,Pseudomallada prasinus,Chrysopidae,Neuroptera,0,TSA,0.0
GAZT00000000.2,Prosarthria teretrirostris,Proscopiidae,Orthoptera,0,TSA,0.0
GASO00000000.2,Tricholepidion gertschi,Lepidotrichidae,Zygentoma,0,TSA,0.0
GAZA00000000.2,Haploembia palaui,Oligotomidae,Embioptera,0,TSA,0.0
GASY00000000.2,Dyseriocrania subpurpurella,Eriocraniidae,Lepidoptera,0,TSA,0.0
GAUX00000000.2,Ceuthophilus sp. AD-2013,Rhaphidophoridae,Orthoptera,0,TSA,0.0
GAWK00000000.2,Ceratophyllus gallinae,Ceratophyllidae,Siphonaptera,0,TSA,0.0
GAYH00000000.2,Conwentzia psociformis,Coniopterygidae,Neuroptera,0,TSA,0.0
GAYJ00000000.2,Atelura formicaria,Nicoletiidae,Zygentoma,1,TSA,1.0
GATJ00000000.2,Bibio marci,Bibionidae,Diptera,0,TSA,0.0
GATI00000000.2,Bombylius major,Bombyliidae,Diptera,1,TSA,1.0
GBYD00000000.1,Euwallacea fornicatus,Curculionidae,Coleoptera,5,TSA,0.0
GCLM00000000.1,Aedes albopictus,Culicidae,Diptera,1,TSA,1.0
GBCW00000000.1,Agrotis segetum,Noctuidae,Lepidoptera,0,TSA,0.0
GDAV00000000.1,Musca domestica,Muscidae,Diptera,0,TSA,0.0
GDLS00000000.1,Hypothenemus hampei,Curculionidae,Coleoptera,1,TSA,1.0
GDKS00000000.1,Anopheles sinensis,Culicidae,Diptera,2,TSA,0.0
GDKQ00000000.1,Nicrophorus vespilloides,Silphidae,Coleoptera,0,TSA,0.0
GCTM00000000.1,Spodoptera frugiperda,Noctuidae,Lepidoptera,0,TSA,0.0
GAPE00000000.1,Brassicogethes aeneus,Nitidulidae,Coleoptera,1,TSA,1.0
GAKG00000000.1,Cotesia vestalis,Braconidae,Hymenoptera,0,TSA,0.0
GBGD00000000.1,Panstrongylus megistus,Reduviidae,Hemiptera,0,TSA,0.0
GALO00000000.1,Apis mellifera carnica,Apidae,Hymenoptera,0,TSA,0.0
GBEU00000000.1,Telenomus podisi,Scelionidae,Hymenoptera,2,TSA,1.0
GBES00000000.1,Dichelops melacanthus,Pentatomidae,Hemiptera,0,TSA,0.0
GBFA00000000.1,Chinavia ubica,Pentatomidae,Hemiptera,0,TSA,0.0
GBER00000000.1,Euschistus heros,Pentatomidae,Hemiptera,0,TSA,0.0
GBXH00000000.1,Cadra cautella,Pyralidae,Lepidoptera,0,TSA,0.0
GAPL00000000.1,Sitobion avenae,Aphididae,Hemiptera,0,TSA,0.0
GACO00000000.1,Priacma serrata,Cupedidae,Coleoptera,0,TSA,0.0
GACP00000000.1,Micropterix calthella,Micropterigidae,Lepidoptera,0,TSA,0.0
GADH00000000.1,Corydalinae sp. KMRSPBM-2012,Corydalidae,Megaloptera,0,TSA,0.0
GADB00000000.1,Nannochorista philpotti,Nannochoristidae,Mecoptera,0,TSA,0.0
GADA00000000.1,Xyela alpigena,Xyelidae,Hymenoptera,0,TSA,0.0
GACZ00000000.1,Tipula maxima,Tipulidae,Diptera,0,TSA,0.0
GACX00000000.1,Raphidia ariadne,Raphidiidae,Raphidioptera,0,TSA,0.0
GACV00000000.1,Philopotamus ludificatus,Philopotamidae,Trichoptera,0,TSA,0.0
GACU00000000.1,Nevrorthus apatelios,Nevrorthidae,Neuroptera,0,TSA,0.0
GACY00000000.1,Mengenilla moldrzyki,Mengenillidae,Strepsiptera,0,TSA,0.0
GACW00000000.1,Carabus granulatus,Carabidae,Coleoptera,0,TSA,0.0
GABK00000000.1,Sialis lutaria,Sialidae,Megaloptera,0,TSA,0.0
GAMD00000000.1,Anopheles aquasalis,Culicidae,Diptera,1,TSA,1.0
GALA00000000.1,Psorophora albipes,Culicidae,Diptera,0,TSA,0.0
GAJS00000000.1,Chilo suppressalis,Crambidae,Lepidoptera,0,TSA,0.0
GAJX00000000.1,Clavigralla tomentosicollis,Coreidae,Hemiptera,0,TSA,0.0
GAJW00000000.1,Aphis craccivora,Aphididae,Hemiptera,0,TSA,0.0
GAJV00000000.1,Anoplocnemis curvipes,Coreidae,Hemiptera,0,TSA,0.0
GAFE00000000.1,Anopheles sinensis,Culicidae,Diptera,0,TSA,0.0
GAKJ00000000.1,Sitodiplosis mosellana,Cecidomyiidae,Diptera,2,TSA,2.0
GAJY00000000.1,Megalurothrips sjostedti,Thripidae,Thysanoptera,0,TSA,0.0
GAGH00000000.1,Osmia cornuta,Megachilidae,Hymenoptera,0,TSA,0.0
GABX00000000.1,Dendroctonus ponderosae,Curculionidae,Coleoptera,0,TSA,0.0
GDHF00000000.1,Bactrocera latifrons,Tephritidae,Diptera,4,TSA,1.0
GDHQ00000000.1,Polistes metricus,Vespidae,Hymenoptera,0,TSA,0.0
GCVX00000000.1,Epiphyas postvittana,Tortricidae,Lepidoptera,0,TSA,0.0
GBUI00000000.1,Phaedon cochleariae,Chrysomelidae,Coleoptera,0,TSA,0.0
GDFS00000000.1,Polistes fuscatus,Vespidae,Hymenoptera,9,TSA,3.0
GBVY00000000.1,Anopheles stephensi,Culicidae,Diptera,0,TSA,0.0
GDGN00000000.1,Amyelois transitella,Pyralidae,Lepidoptera,0,TSA,0.0
GDCO00000000.1,Halyomorpha halys,Pentatomidae,Hemiptera,0,TSA,0.0
GDCN00000000.1,Lymantria dispar,Lymantriidae,Lepidoptera,0,TSA,0.0
GDDM00000000.1,Lymantria dispar,Lymantriidae,Lepidoptera,0,TSA,0.0
GDAW00000000.1,Lygus lineolaris,Miridae,Hemiptera,0,TSA,0.0
GBEY00000000.1,Bactrocera minax,Tephritidae,Diptera,0,TSA,0.0
GBEB00000000.1,Nasonia vitripennis,Pteromalidae,Hymenoptera,1,TSA,1.0
GBAS00000000.1,Telchin licus,Castniidae,Lepidoptera,0,TSA,0.0
GBEC00000000.1,Nasonia giraulti,Pteromalidae,Hymenoptera,1,TSA,1.0
GBXI00000000.1,Zeugodacus cucurbitae,Tephritidae,Diptera,1,TSA,1.0
GBZL00000000.1,Actias selene,Saturniidae,Lepidoptera,0,TSA,0.0
GBZD00000000.1,Samia ricini,Saturniidae,Lepidoptera,0,TSA,0.0
GBZC00000000.1,Antheraea assamensis,Saturniidae,Lepidoptera,0,TSA,0.0
GBZJ00000000.1,Antheraea yamamai,Saturniidae,Lepidoptera,0,TSA,0.0
GBZF00000000.1,Antheraea pernyi,Saturniidae,Lepidoptera,0,TSA,0.0
GBZE00000000.1,Rhodinia newara,Saturniidae,Lepidoptera,0,TSA,0.0
GCKB00000000.1,Aethina tumida,Nitidulidae,Coleoptera,0,TSA,0.0
GAUC00000000.1,Bemisia tabaci,Aleyrodidae,Hemiptera,0,TSA,0.0
GBAC00000000.1,Plutella xylostella,Plutellidae,Lepidoptera,0,TSA,0.0
GBJX00000000.1,Adelges tsugae,Adelgidae,Hemiptera,0,TSA,0.0
GBYY00000000.1,Thaumetopoea pityocampa,Notodontidae,Lepidoptera,0,TSA,0.0
GBYZ00000000.1,Thaumetopoea pityocampa,Notodontidae,Lepidoptera,0,TSA,0.0
GBGV00000000.1,Polistes metricus,Vespidae,Hymenoptera,1,TSA,1.0
GARK00000000.1,Popillia japonica,Scarabaeidae,Coleoptera,0,TSA,0.0
GCGJ00000000.1,Locusta migratoria manilensis,Acrididae,Orthoptera,0,TSA,0.0
GBBI00000000.1,Triatoma infestans,Reduviidae,Hemiptera,0,TSA,0.0
GBHN00000000.1,Colaphellus bowringi,Chrysomelidae,Coleoptera,1,TSA,1.0
GBYB00000000.1,Fopius arisanus,Braconidae,Hymenoptera,1,TSA,1.0
GASM00000000.1,Tetramorium bicarinatum,Formicidae,Hymenoptera,1,TSA,1.0
GARJ00000000.1,Popillia japonica,Scarabaeidae,Coleoptera,0,TSA,0.0
GAKB00000000.1,Bactrocera oleae,Tephritidae,Diptera,0,TSA,0.0
GBRD00000000.1,Lygus hesperus,Miridae,Hemiptera,0,TSA,0.0
GARQ00000000.1,Bemisia tabaci,Aleyrodidae,Hemiptera,0,TSA,0.0
GBHO00000000.1,Lygus hesperus,Miridae,Hemiptera,0,TSA,0.0
GARN00000000.1,Musca domestica,Muscidae,Diptera,0,TSA,0.0
GAKP00000000.1,Bactrocera dorsalis,Tephritidae,Diptera,1,TSA,0.0
GAMC00000000.1,Ceratitis capitata,Tephritidae,Diptera,2,TSA,1.0
GATX00000000.1,Annulipalpia sp. AD-2013,None,Trichoptera,0,TSA,0.0
GBKU00000000.1,Trichoplusia ni,Noctuidae,Lepidoptera,0,TSA,0.0
GBTA00000000.1,Helicoverpa assulta,Noctuidae,Lepidoptera,0,TSA,0.0
GBTE00000000.1,Anopheles quadrimaculatus,Culicidae,Diptera,1,TSA,1.0
GBHB00000000.1,Teleogryllus commodus,Gryllidae,Orthoptera,0,TSA,0.0
GBIT00000000.1,Bactrocera minax,Tephritidae,Diptera,0,TSA,0.0
GBJR00000000.1,Bombyx mori,Bombycidae,Lepidoptera,0,TSA,0.0
GBID00000000.1,Blattella germanica,Ectobiidae,Blattodea,0,TSA,0.0
GBDM00000000.1,Helicoverpa armigera,Noctuidae,Lepidoptera,0,TSA,0.0
GBRL00000000.1,Sitodiplosis mosellana,Cecidomyiidae,Diptera,1,TSA,1.0
GBHT00000000.1,Halyomorpha halys,Pentatomidae,Hemiptera,0,TSA,0.0
GANM00000000.1,Nilaparvata lugens,Delphacidae,Hemiptera,0,TSA,0.0
GBEO00000000.1,Anopheles sinensis,Culicidae,Diptera,1,TSA,1.0
GBCX00000000.1,Dastarcus helophoroides,Bothrideridae,Coleoptera,1,TSA,1.0
GAOM00000000.1,Macrosiphum euphorbiae,Aphididae,Hemiptera,0,TSA,0.0
GARF00000000.1,Chrysomela populi,Chrysomelidae,Coleoptera,0,TSA,0.0
GAPU00000000.1,Phaedon cochleariae,Chrysomelidae,Coleoptera,0,TSA,0.0
GBDY00000000.1,Kerria lacca,Kerriidae,Hemiptera,0,TSA,0.0
GBDP00000000.1,Kerria lacca,Kerriidae,Hemiptera,0,TSA,0.0
GBDO00000000.1,Kerria lacca,Kerriidae,Hemiptera,0,TSA,0.0
GBGG00000000.1,Themira biloba,Sepsidae,Diptera,0,TSA,0.0
GARL00000000.1,Spodoptera exigua,Noctuidae,Lepidoptera,0,TSA,0.0
GAWM00000000.1,Culicoides sonorensis,Ceratopogonidae,Diptera,1,TSA,1.0
GAPP00000000.1,Bemisia tabaci,Aleyrodidae,Hemiptera,0,TSA,0.0
GAPQ00000000.1,Bemisia tabaci,Aleyrodidae,Hemiptera,0,TSA,0.0
GALP00000000.1,Drosophila miranda,Drosophilidae,Diptera,1,TSA,1.0
GBCU00000000.1,Aphidius ervi,Braconidae,Hymenoptera,0,TSA,0.0
GBBQ00000000.1,Teleopsis whitei,Diopsidae,Diptera,0,TSA,0.0
GAXD00000000.1,Frankliniella occidentalis,Thripidae,Thysanoptera,0,TSA,0.0
GBBP00000000.1,Teleopsis dalmanni,Diopsidae,Diptera,0,TSA,0.0
GAWY00000000.1,Oropsylla silantiewi,Ceratophyllidae,Siphonaptera,0,TSA,0.0
GBAB00000000.1,Musca domestica,Muscidae,Diptera,1,TSA,1.0
GAWI00000000.1,Delia antiqua,Anthomyiidae,Diptera,0,TSA,0.0
GAVD00000000.1,Ostrinia nubilalis,Crambidae,Lepidoptera,0,TSA,0.0
GAQX00000000.1,Graminella nigrifrons,Cicadellidae,Hemiptera,0,TSA,0.0
GAAP00000000.1,Bactrocera dorsalis,Tephritidae,Diptera,0,TSA,0.0
GAZV00000000.1,Apis mellifera,Apidae,Hymenoptera,0,TSA,0.0
GAXT00000000.1,Crioscolia alcione,Scoliidae,Hymenoptera,0,TSA,0.0
GAXS00000000.1,Pepsis grossa,Pompilidae,Hymenoptera,0,TSA,0.0
GAXR00000000.1,Stigmatomma oregonense,Formicidae,Hymenoptera,0,TSA,0.0
GAXQ00000000.1,Pseudomasaris vespoides,Vespidae,Hymenoptera,0,TSA,0.0
GAXP00000000.1,Sphaeropthalma orestes,Mutillidae,Hymenoptera,0,TSA,0.0
GAZU00000000.1,Brachycistis timberlakei,Tiphiidae,Hymenoptera,0,TSA,0.0
GAXO00000000.1,Argochrysis armilla,Chrysididae,Hymenoptera,1,TSA,1.0
GAXN00000000.1,Sceliphron caementarium,Sphecidae,Hymenoptera,0,TSA,0.0
GAXM00000000.1,Mischocyttarus flavitarsis,Vespidae,Hymenoptera,1,TSA,1.0
GAXL00000000.1,Chyphotes mellipes,Chyphotidae,Hymenoptera,0,TSA,0.0
GANS00000000.1,Dinoponera quadriceps,Formicidae,Hymenoptera,0,TSA,0.0
GAQW00000000.1,Onthophagus nigriventris,Scarabaeidae,Coleoptera,0,TSA,0.0
GAQV00000000.1,Trypoxylus dichotomus,Scarabaeidae,Coleoptera,0,TSA,0.0
GARD00000000.1,Athetis lepigone,Noctuidae,Lepidoptera,0,TSA,0.0
GARG00000000.1,Athetis lepigone,Noctuidae,Lepidoptera,0,TSA,0.0
GARC00000000.1,Athetis lepigone,Noctuidae,Lepidoptera,0,TSA,0.0
GARB00000000.1,Athetis lepigone,Noctuidae,Lepidoptera,0,TSA,0.0
GAQJ00000000.1,Ostrinia furnacalis,Crambidae,Lepidoptera,0,TSA,0.0
GANO00000000.1,Corethrella appendiculata,Chaoboridae,Diptera,1,TSA,1.0
GADL00000000.1,Carposina sasakii,Carposinidae,Lepidoptera,0,TSA,0.0
GADK00000000.1,Grapholita molesta,Tortricidae,Lepidoptera,0,TSA,0.0
GADJ00000000.1,Grapholita dimorpha,Tortricidae,Lepidoptera,0,TSA,0.0
GADM00000000.1,Drosophila malerkotliana malerkotliana,Drosophilidae,Diptera,1,TSA,1.0
GADP00000000.1,Drosophila ercepeae,Drosophilidae,Diptera,0,TSA,0.0
GADQ00000000.1,Drosophila malerkotliana pallens,Drosophilidae,Diptera,0,TSA,0.0
GADS00000000.1,Drosophila merina,Drosophilidae,Diptera,0,TSA,0.0
GAEJ00000000.1,Drosophila pseudoananassae pseudoananassae,Drosophilidae,Diptera,0,TSA,0.0
GADR00000000.1,Drosophila pseudoananassae nigrens,Drosophilidae,Diptera,0,TSA,0.0
GAAF00000000.1,Macrosiphum euphorbiae,Aphididae,Hemiptera,0,TSA,0.0
GABY00000000.1,Anthonomus grandis,Curculionidae,Coleoptera,0,TSA,0.0
GAOR00000000.1,Spodoptera exigua,Noctuidae,Lepidoptera,0,TSA,0.0
GALX00000000.1,Anoplophora glabripennis,Cerambycidae,Coleoptera,0,TSA,0.0
GAOQ00000000.1,Spodoptera exigua,Noctuidae,Lepidoptera,0,TSA,0.0
GAOP00000000.1,Pachypsylla venusta,Aphalaridae,Hemiptera,0,TSA,0.0
GANH00000000.1,Microplitis demolitor,Braconidae,Hymenoptera,1,TSA,1.0
GAFU00000000.1,Spodoptera exigua,Noctuidae,Lepidoptera,0,TSA,0.0
GAGF00000000.1,Chrysopa pallens,Chrysopidae,Neuroptera,0,TSA,0.0
GAIW00000000.1,Ganaspis sp. G1,Figitidae,Hymenoptera,3,TSA,3.0
GAIX00000000.1,Pararge aegeria,Nymphalidae,Lepidoptera,0,TSA,0.0
GAJC00000000.1,Leptopilina heterotoma,Figitidae,Hymenoptera,2,TSA,2.0
GAJA00000000.1,Leptopilina boulardi,Figitidae,Hymenoptera,1,TSA,0.0
GAHQ00000000.1,Ostrinia scapulalis,Crambidae,Lepidoptera,0,TSA,0.0
GACR00000000.1,Ips typographus,Curculionidae,Coleoptera,0,TSA,0.0
GAHN00000000.1,Drosophila serrata,Drosophilidae,Diptera,1,TSA,1.0
GAHP00000000.1,Ostrinia nubilalis,Crambidae,Lepidoptera,0,TSA,0.0
GAEQ00000000.1,Enallagma hageni,Coenagrionidae,Odonata,0,TSA,0.0
GAFX00000000.1,Dendroctonus ponderosae,Curculionidae,Coleoptera,0,TSA,0.0
GAFW00000000.1,Dendroctonus ponderosae,Curculionidae,Coleoptera,0,TSA,0.0
GAFI00000000.1,Dendroctonus frontalis,Curculionidae,Coleoptera,0,TSA,0.0
GAEO00000000.1,Pissodes strobi,Curculionidae,Coleoptera,1,TSA,0.0
GAFR00000000.1,Polistes canadensis,Vespidae,Hymenoptera,1,TSA,1.0
GAAK00000000.1,Belgica antarctica,Chironomidae,Diptera,0,TSA,0.0
GAAB00000000.1,Agrilus planipennis,Buprestidae,Coleoptera,0,TSA,0.0
GABA00000000.1,Zorotypus gurneyi,Zorotypidae,Zoraptera,0,TSA,0.0
GAAX00000000.1,Forficula auricularia,Forficulidae,Dermaptera,0,TSA,0.0
GAAV00000000.1,Nemurella pictetii,Nemouridae,Plecoptera,0,TSA,0.0
GACJ00000000.1,Diaphorina citri,Liviidae,Hemiptera,0,TSA,0.0
GABS00000000.1,Musca domestica,Muscidae,Diptera,0,TSA,0.0
GAAU00000000.1,Agrotis ipsilon,Noctuidae,Lepidoptera,0,TSA,0.0
GAMM00000000.1,Orchesella cincta,Entomobryidae,Collembola,0,TSA,0.0
GAMN00000000.1,Folsomia candida,Isotomidae,Collembola,0,TSA,0.0
GASX00000000.2,Folsomia candida,Isotomidae,Collembola,0,TSA,0.0
GATD00000000.2,Pogonognathellus sp. AD-2013,Tomoceridae,Collembola,0,TSA,0.0
GATZ00000000.2,Sminthurus viridis,Sminthuridae,Collembola,0,TSA,0.0
GAUE00000000.2,Anurida maritima,Neanuridae,Collembola,0,TSA,0.0
GAXI00000000.2,Tetrodontophora bielanensis,Onychiuridae,Collembola,0,TSA,0.0
GFPE00000000.1,Holacanthella duospinosa,Neanuridae,Collembola,0,TSA,0.0
GGYG00000000.1,Sinella curviseta,Entomobryidae,Collembola,0,TSA,0.0
GCF_003285875.2,Drosophila novamexicana,Drosophilidae,Diptera,1,GCF,1.0
GCF_006496715.1,Aedes albopictus,Culicidae,Diptera,2,GCF,1.0
GCF_003285725.1,Scaptodrosophila lebanonensis,Drosophilidae,Diptera,1,GCF,1.0
GCF_003285905.1,Drosophila hydei,Drosophilidae,Diptera,1,GCF,1.0
GCF_005508785.1,Acyrthosiphon pisum,Aphididae,Hemiptera,0,GCF,0.0
GCF_005281655.1,Nylanderia fulva,Formicidae,Hymenoptera,1,GCF,1.0
GCF_001412515.2,Diachasma alloeum,Braconidae,Hymenoptera,1,GCF,1.0
GCF_001654015.2,Drosophila navojoa,Drosophilidae,Diptera,2,GCF,1.0
GCF_000188095.3,Bombus impatiens,Apidae,Hymenoptera,0,GCF,0.0
GCF_004193835.1,Ostrinia furnacalis,Crambidae,Lepidoptera,0,GCF,0.0
GCF_003260585.2,Monomorium pharaonis,Formicidae,Hymenoptera,1,GCF,1.0
GCF_004153925.1,Osmia bicornis,Megachilidae,Hymenoptera,0,GCF,0.0
GCF_003676215.2,Rhopalosiphum maidis,Aphididae,Hemiptera,0,GCF,0.0
GCF_004010815.1,Aphis gossypii,Aphididae,Hemiptera,0,GCF,0.0
GCF_003987935.1,Bombyx mandarina,Bombycidae,Lepidoptera,0,GCF,0.0
GCF_003013835.1,Diabrotica virgifera,Chrysomelidae,Coleoptera,0,GCF,0.0
GCF_003286085.1,Drosophila persimilis,Drosophilidae,Diptera,4,GCF,1.0
GCF_003286155.1,Drosophila erecta,Drosophilidae,Diptera,1,GCF,1.0
GCF_003672135.1,Ooceraea biroi,Formicidae,Hymenoptera,1,GCF,1.0
GCF_003651465.1,Formica exsecta,Formicidae,Hymenoptera,1,GCF,1.0
GCF_003640425.1,Galleria mellonella,Pyralidae,Lepidoptera,0,GCF,0.0
GCF_003590095.1,Trichoplusia ni,Noctuidae,Lepidoptera,0,GCF,0.0
GCF_003589595.1,Hyposmocoma kahamanoa,Cosmopterigidae,Lepidoptera,0,GCF,0.0
GCF_003254395.2,Apis mellifera,Apidae,Hymenoptera,0,GCF,0.0
GCF_000697945.2,Frankliniella occidentalis,Thripidae,Thysanoptera,1,GCF,1.0
GCF_003426905.1,Ctenocephalides felis,Pulicidae,Siphonaptera,0,GCF,0.0
GCF_000188075.2,Solenopsis invicta,Formicidae,Hymenoptera,2,GCF,2.0
GCF_003268045.1,Sipha flava,Aphididae,Hemiptera,0,GCF,0.0
GCF_002803265.2,Melanaphis sacchari,Aphididae,Hemiptera,0,GCF,0.0
GCF_003227715.1,Harpegnathos saltator,Formicidae,Hymenoptera,1,GCF,1.0
GCF_003227725.1,Camponotus floridanus,Formicidae,Hymenoptera,1,GCF,1.0
GCF_003070985.1,Temnothorax curvispinosus,Formicidae,Hymenoptera,1,GCF,1.0
GCF_002891405.2,Cryptotermes secundus,Kalotermitidae,Blattodea,0,GCF,0.0
GCF_002938995.1,Vanessa tameamea,Nymphalidae,Lepidoptera,0,GCF,0.0
GCF_000648675.2,Cimex lectularius,Cimicidae,Hemiptera,0,GCF,0.0
GCF_000699045.2,Agrilus planipennis,Buprestidae,Coleoptera,0,GCF,0.0
GCF_000344095.2,Athalia rosae,Tenthredinidae,Hymenoptera,1,GCF,1.0
GCF_900239965.1,Bicyclus anynana,Nymphalidae,Lepidoptera,0,GCF,0.0
GCF_000612105.2,Orussus abietinus,Orussidae,Hymenoptera,1,GCF,1.0
GCF_000699065.1,Lucilia cuprina,Calliphoridae,Diptera,1,GCF,1.0
GCF_000599845.2,Trichogramma pretiosum,Trichogrammatidae,Hymenoptera,1,GCF,1.0
GCF_000696795.2,Halyomorpha halys,Pentatomidae,Hemiptera,0,GCF,0.0
GCF_000390285.2,Anoplophora glabripennis,Cerambycidae,Coleoptera,0,GCF,0.0
GCF_000648655.2,Copidosoma floridanum,Encyrtidae,Hymenoptera,1,GCF,1.0
GCF_000347755.3,Ceratitis capitata,Tephritidae,Diptera,3,GCF,1.0
GCF_000500325.1,Leptinotarsa decemlineata,Chrysomelidae,Coleoptera,2,GCF,1.0
GCF_000648695.1,Onthophagus taurus,Scarabaeidae,Coleoptera,0,GCF,0.0
GCF_002706865.1,Spodoptera litura,Noctuidae,Lepidoptera,0,GCF,0.0
GCF_002217835.1,Drosophila obscura,Drosophilidae,Diptera,1,GCF,1.0
GCF_002204515.2,Aedes aegypti,Culicidae,Diptera,1,GCF,1.0
GCF_002156985.1,Helicoverpa armigera,Noctuidae,Lepidoptera,0,GCF,0.0
GCF_000754195.2,Drosophila simulans,Drosophilidae,Diptera,2,GCF,1.0
GCF_002093755.1,Drosophila serrata,Drosophilidae,Diptera,1,GCF,1.0
GCF_002006095.1,Pseudomyrmex gracilis,Formicidae,Hymenoptera,0,GCF,0.0
GCF_001937115.1,Aethina tumida,Nitidulidae,Coleoptera,1,GCF,1.0
GCF_000184785.2,Apis florea,Apidae,Hymenoptera,0,GCF,0.0
GCF_001856805.1,Pieris rapae,Pieridae,Lepidoptera,0,GCF,0.0
GCF_001856785.1,Myzus persicae,Aphididae,Hemiptera,0,GCF,0.0
GCF_001854935.1,Bemisia tabaci,Aleyrodidae,Hemiptera,0,GCF,0.0
GCF_001853355.1,Bactrocera latifrons,Tephritidae,Diptera,1,GCF,1.0
GCF_001687245.1,Rhagoletis zephyria,Tephritidae,Diptera,1,GCF,1.0
GCF_001654025.1,Drosophila arizonae,Drosophilidae,Diptera,1,GCF,1.0
GCF_001652005.1,Ceratina calcarata,Apidae,Hymenoptera,0,GCF,0.0
GCF_001483705.1,Eufriesea mexicana,Apidae,Hymenoptera,0,GCF,0.0
GCF_001594055.1,Trachymyrmex zeteki,Formicidae,Hymenoptera,1,GCF,1.0
GCF_001594115.1,Trachymyrmex septentrionalis,Formicidae,Hymenoptera,1,GCF,1.0
GCF_001594075.1,Trachymyrmex cornetzi,Formicidae,Hymenoptera,1,GCF,1.0
GCF_001594065.1,Cyphomyrmex costatus,Formicidae,Hymenoptera,1,GCF,1.0
GCF_001594045.1,Atta colombica,Formicidae,Hymenoptera,1,GCF,1.0
GCF_000001765.3,Drosophila pseudoobscura,Drosophilidae,Diptera,2,GCF,1.0
GCF_000002335.3,Tribolium castaneum,Tenebrionidae,Coleoptera,0,GCF,0.0
GCF_000371365.1,Musca domestica,Muscidae,Diptera,1,GCF,1.0
GCF_000269505.1,Drosophila miranda,Drosophilidae,Diptera,2,GCF,1.0
GCF_001465965.1,Polistes dominula,Vespidae,Hymenoptera,2,GCF,1.0
GCF_001442555.1,Apis cerana,Apidae,Hymenoptera,0,GCF,0.0
GCF_000355655.1,Dendroctonus ponderosae,Curculionidae,Coleoptera,0,GCF,0.0
GCF_001412225.1,Nicrophorus vespilloides,Silphidae,Coleoptera,0,GCF,0.0
GCF_000236325.1,Drosophila eugracilis,Drosophilidae,Diptera,1,GCF,1.0
GCF_000236305.1,Drosophila rhopaloa,Drosophilidae,Diptera,1,GCF,1.0
GCF_000236285.1,Drosophila bipectinata,Drosophilidae,Diptera,1,GCF,1.0
GCF_000224235.1,Drosophila takahashii,Drosophilidae,Diptera,1,GCF,1.0
GCF_000224215.1,Drosophila kikkawai,Drosophilidae,Diptera,1,GCF,1.0
GCF_000224195.1,Drosophila elegans,Drosophilidae,Diptera,1,GCF,1.0
GCF_000233415.1,Drosophila biarmipes,Drosophilidae,Diptera,1,GCF,1.0
GCF_000220665.1,Drosophila ficusphila,Drosophilidae,Diptera,1,GCF,1.0
GCF_000330985.1,Plutella xylostella,Plutellidae,Lepidoptera,0,GCF,0.0
GCF_001313825.1,Dinoponera quadriceps,Formicidae,Hymenoptera,1,GCF,1.0
GCF_001313835.1,Polistes canadensis,Vespidae,Hymenoptera,1,GCF,1.0
GCF_000002325.3,Nasonia vitripennis,Pteromalidae,Hymenoptera,1,GCF,1.0
GCF_000572035.2,Microplitis demolitor,Braconidae,Hymenoptera,1,GCF,1.0
GCF_001298355.1,Papilio machaon,Papilionidae,Lepidoptera,0,GCF,0.0
GCF_001277935.1,Drosophila busckii,Drosophilidae,Diptera,1,GCF,1.0
GCF_001272555.1,Dufourea novaeangliae,Halictidae,Hymenoptera,0,GCF,0.0
GCF_001188975.1,Bactrocera oleae,Tephritidae,Diptera,4,GCF,1.0
GCF_001263275.1,Habropoda laboriosa,Apidae,Hymenoptera,0,GCF,0.0
GCF_001263575.1,Neodiprion lecontei,Diprionidae,Hymenoptera,1,GCF,1.0
GCF_001186385.1,Diuraphis noxia,Aphididae,Hemiptera,0,GCF,0.0
GCF_001186105.1,Amyelois transitella,Pyralidae,Lepidoptera,0,GCF,0.0
GCF_000262585.1,Manduca sexta,Sphingidae,Lepidoptera,0,GCF,0.0
GCF_000005975.2,Drosophila yakuba,Drosophilidae,Diptera,1,GCF,1.0
GCF_000005215.3,Drosophila sechellia,Drosophilidae,Diptera,1,GCF,1.0
GCF_000220905.1,Megachile rotundata,Megachilidae,Hymenoptera,0,GCF,0.0
GCF_001015335.1,Stomoxys calcitrans,Muscidae,Diptera,1,GCF,1.0
GCF_000956235.1,Wasmannia auropunctata,Formicidae,Hymenoptera,1,GCF,1.0
GCF_000949405.1,Vollenhovia emeryi,Formicidae,Hymenoptera,1,GCF,1.0
GCF_000005575.2,Anopheles gambiae,Culicidae,Diptera,2,GCF,1.0
GCF_000214255.1,Bombus terrestris,Apidae,Hymenoptera,0,GCF,0.0
GCF_000217595.1,Linepithema humile,Formicidae,Hymenoptera,1,GCF,1.0
GCF_000005115.1,Drosophila ananassae,Drosophilidae,Diptera,1,GCF,1.0
